ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2013-08-30,32318,15.444152897250239,75.4,86.0,69.1,7.4,0.0,Friday,8
2013-08-31,25381,17.85857925219652,78.5,86.0,69.1,8.8,0.0,Saturday,8
2013-09-01,25235,18.3748913546001,79.6,86.0,73.0,8.0,0.0,Sunday,9
2013-09-02,21416,16.858852415639397,76.9,80.6,71.6,4.8,0.0,Monday,9
2013-09-03,32411,14.437786553947733,76.2,82.0,72.0,6.7,0.99,Tuesday,9
2013-09-04,36798,15.071607152562644,73.3,82.0,66.0,10.4,0.09,Wednesday,9
2013-09-05,35825,14.598231681786466,74.3,82.0,66.0,9.3,0.0,Thursday,9
2013-09-06,35868,14.809940150923762,64.8,77.0,57.0,7.5,0.0,Friday,9
2013-09-07,34419,17.3758181043416,68.3,79.0,57.0,6.5,0.0,Saturday,9
2013-09-08,33196,17.081960175924806,73.9,80.1,61.0,8.7,0.0,Sunday,9
2013-09-09,35394,15.2624799871918,65.9,80.1,57.9,7.7,0.0,Monday,9
2013-09-10,36954,14.481477873392148,74.8,88.0,57.9,8.8,0.0,Tuesday,9
2013-09-11,35812,14.029129900591975,83.6,93.9,69.1,7.5,0.0,Wednesday,9
2013-09-12,31252,13.678643500149324,80.6,88.0,71.1,8.4,0.0,Thursday,9
2013-09-13,36501,14.655901208186075,71.3,86.0,68.0,9.4,1.3,Friday,9
2013-09-14,31607,16.690705118064567,61.6,77.0,55.9,10.8,0.03,Saturday,9
2013-09-15,31914,17.268670489440371,61.5,73.0,54.0,6.9,0.0,Sunday,9
2013-09-16,31287,13.80418065011027,65.8,73.0,54.0,6.9,0.0,Monday,9
2013-09-17,38283,13.883002028750797,58.2,72.0,48.9,10.1,0.02,Tuesday,9
2013-09-18,37957,13.932727384496493,61.8,71.1,48.9,5.0,0.0,Wednesday,9
2013-09-19,39200,14.114456207482995,65.0,77.0,55.0,5.4,0.0,Thursday,9
2013-09-20,39382,14.811446853892644,68.1,78.1,57.0,5.8,0.0,Friday,9
2013-09-21,31826,17.045906910492469,67.4,78.1,61.0,9.4,0.0,Saturday,9
2013-09-22,29758,16.50093868315523,66.3,75.9,61.0,12.9,0.98,Sunday,9
2013-09-23,35152,13.871636037778789,58.5,68.0,52.0,10.6,0.53,Monday,9
2013-09-24,38417,13.784679525557257,59.1,73.0,50.0,8.0,0.0,Tuesday,9
2013-09-25,38223,13.994420898411951,64.1,73.0,50.0,5.4,0.0,Wednesday,9
2013-09-26,38189,13.785808304311015,63.9,72.0,55.0,6.2,0.0,Thursday,9
2013-09-27,37412,14.230190402366441,61.5,69.1,57.0,6.4,0.0,Friday,9
2013-09-28,34931,17.024874753084649,64.4,73.0,57.0,7.3,0.0,Saturday,9
2013-09-29,32592,16.523521109474714,64.6,73.0,57.9,4.9,0.0,Sunday,9
2013-09-30,37148,13.728397221923116,63.9,73.0,57.9,4.1,0.0,Monday,9
2013-10-01,40575,13.706243992606284,68.9,81.0,57.9,5.5,0.0,Tuesday,10
2013-10-02,41383,13.91375202377788,73.9,84.0,62.1,6.0,0.0,Wednesday,10
2013-10-03,40456,13.724642409860916,72.6,84.0,64.9,4.3,0.0,Thursday,10
2013-10-04,40195,14.673060082099765,74.0,86.0,64.9,4.9,0.0,Friday,10
2013-10-05,34181,16.759140068069005,68.3,86.0,64.0,6.7,0.03,Saturday,10
2013-10-06,26574,14.685509018840468,66.5,73.0,64.0,7.6,0.01,Sunday,10
2013-10-07,25016,12.651673595565503,70.7,77.0,64.0,11.8,0.33,Monday,10
2013-10-08,38365,13.779678960858417,61.6,77.0,55.9,10.2,0.0,Tuesday,10
2013-10-09,36969,12.841222375503802,59.7,66.0,54.0,12.3,0.0,Wednesday,10
2013-10-10,31171,12.400746420283813,59.1,66.0,54.0,13.2,0.0,Thursday,10
2013-10-11,33357,13.342567277233167,63.7,69.1,54.0,16.4,0.0,Friday,10
2013-10-12,32457,16.876973636914482,65.7,72.0,60.1,15.5,0.0,Saturday,10
2013-10-13,28832,15.950881543655202,60.9,72.0,57.0,15.0,0.0,Sunday,10
2013-10-14,33018,13.908640741413775,58.0,64.9,53.1,6.6,0.0,Monday,10
2013-10-15,37534,13.481594465462427,60.4,70.0,53.1,4.7,0.0,Tuesday,10
2013-10-16,36911,13.337352460422819,60.1,70.0,55.9,5.6,0.0,Wednesday,10
2013-10-17,36888,13.387314302754287,64.7,73.0,57.0,6.7,0.0,Thursday,10
2013-10-18,38122,13.87887309165311,64.2,73.0,57.9,11.5,0.01,Friday,10
2013-10-19,29548,15.613899417896302,59.4,69.1,54.0,5.9,0.0,Saturday,10
2013-10-20,29256,15.908528165162698,58.4,64.0,51.1,10.4,0.0,Sunday,10
2013-10-21,35012,13.790265718420351,59.3,66.9,51.1,7.3,0.0,Monday,10
2013-10-22,36338,12.581991762525915,59.6,68.0,52.0,7.6,0.0,Tuesday,10
2013-10-23,32365,12.022630413512539,52.8,68.0,50.0,7.8,0.0,Wednesday,10
2013-10-24,32251,12.115275495333481,48.4,55.0,43.0,11.8,0.0,Thursday,10
2013-10-25,30979,12.51126246812357,47.4,55.0,42.1,13.0,0.0,Friday,10
2013-10-26,24569,14.574459006607244,49.5,55.9,42.1,10.1,0.0,Saturday,10
2013-10-27,23965,14.660169691911813,53.0,59.0,43.0,10.3,0.0,Sunday,10
2013-10-28,31498,12.784571507185639,53.0,61.0,44.1,7.7,0.0,Monday,10
2013-10-29,33414,12.575373097105006,50.5,61.0,44.1,8.0,0.0,Tuesday,10
2013-10-30,35069,12.160374784947768,52.9,60.1,44.1,4.5,0.0,Wednesday,10
2013-10-31,31444,12.928038735529832,59.3,66.9,48.0,6.2,0.0,Thursday,10
2013-11-01,30384,13.633155059680535,65.9,70.0,53.1,12.1,0.05,Friday,11
2013-11-02,31013,16.587990520104469,61.5,70.0,55.0,5.7,0.05,Saturday,11
2013-11-03,20798,13.263860307080812,50.9,68.0,42.1,11.2,0.01,Sunday,11
2013-11-04,27142,12.367596345147744,39.5,55.9,34.0,10.3,0.0,Monday,11
2013-11-05,31493,12.214110013865517,46.8,55.0,34.0,6.7,0.0,Tuesday,11
2013-11-06,34826,13.00569832883478,53.2,61.0,42.1,5.9,0.0,Wednesday,11
2013-11-07,25719,11.869835530152805,58.3,63.0,46.9,9.2,0.0,Thursday,11
2013-11-08,28686,12.609130470148042,46.0,63.0,41.0,14.2,0.08,Friday,11
2013-11-09,21734,14.408419220269321,44.3,50.0,39.9,10.3,0.0,Saturday,11
2013-11-10,19712,13.913954274891775,50.1,60.1,39.9,11.0,0.0,Sunday,11
2013-11-11,27295,12.653236856567139,48.6,60.1,44.1,13.6,0.0,Monday,11
2013-11-12,19925,11.081814303638648,43.9,53.1,34.0,13.4,0.02,Tuesday,11
2013-11-13,23633,11.12514986106997,34.0,52.0,30.0,13.4,0.01,Wednesday,11
2013-11-14,27040,13.027827292899412,41.0,53.1,30.0,11.6,0.0,Thursday,11
2013-11-15,29051,12.719770403772674,49.1,57.0,34.0,6.2,0.0,Friday,11
2013-11-16,25194,15.311708475562961,51.9,59.0,43.0,5.5,0.03,Saturday,11
2013-11-17,17995,13.467926275817359,52.6,60.8,48.2,4.5,0.02,Sunday,11
2013-11-18,30615,13.219170885731398,60.3,64.9,48.9,11.4,0.25,Monday,11
2013-11-19,27417,11.477858019963284,48.3,64.9,41.0,16.8,0.23,Tuesday,11
2013-11-20,26229,11.413486344631261,38.0,51.1,32.0,9.0,0.0,Wednesday,11
2013-11-21,28752,11.772228598590241,41.6,52.0,32.0,6.4,0.0,Thursday,11
2013-11-22,25448,12.094384627475639,52.4,57.0,36.0,6.4,0.0,Friday,11
2013-11-23,18996,14.306489962799184,47.4,57.0,39.9,12.8,0.07,Saturday,11
2013-11-24,9392,11.097677101078931,29.4,55.0,24.1,22.2,0.02,Sunday,11
2013-11-25,19116,11.017526330473597,27.9,35.1,24.1,11.9,0.0,Monday,11
2013-11-26,14999,13.040990510478473,36.0,39.9,24.1,7.0,0.0,Tuesday,11
2013-11-27,7976,11.025576730190574,48.0,60.1,34.0,13.7,1.91,Wednesday,11
2013-11-28,5204,13.905294004611841,34.1,39.2,30.9,17.9,0.3,Thursday,11
2013-11-29,10127,13.15439090220862,34.1,39.0,30.9,7.2,0.0,Friday,11
2013-11-30,9863,13.679970597181386,31.3,39.0,25.0,7.2,0.0,Saturday,11
2013-12-01,13326,13.558320826454549,41.1,48.9,25.0,3.2,0.0,Sunday,12
2013-12-02,24576,12.382666693793402,44.2,48.9,37.0,4.5,0.0,Monday,12
2013-12-03,27431,12.168702684310938,44.0,53.1,37.9,4.0,0.0,Tuesday,12
2013-12-04,28199,12.269936286156723,43.8,53.1,37.9,4.3,0.0,Wednesday,12
2013-12-05,26988,12.38379032656489,48.6,57.9,39.0,5.3,0.01,Thursday,12
2013-12-06,10736,11.621933991554894,50.5,57.9,42.8,7.1,0.05,Friday,12
2013-12-07,15545,12.230484614559883,38.2,43.0,35.6,10.7,0.81,Saturday,12
2013-12-08,10090,12.17248265609514,32.1,37.9,28.4,8.7,0.13,Sunday,12
2013-12-09,14824,10.718746627091205,34.5,39.2,28.9,10.9,0.19,Monday,12
2013-12-10,12850,11.553900129701686,36.0,39.0,32.0,8.5,0.07,Tuesday,12
2013-12-11,18766,11.960985292550358,30.7,39.0,27.0,13.2,0.22,Wednesday,12
2013-12-12,17214,11.46136574880911,27.6,34.0,23.0,12.5,0.0,Thursday,12
2013-12-13,17888,12.056676729278475,28.2,35.1,23.0,13.0,0.0,Friday,12
2013-12-14,3701,12.055358912005762,28.6,35.1,24.1,12.0,0.0,Saturday,12
2013-12-15,7462,15.226145805414095,33.7,39.0,24.1,14.2,1.21,Sunday,12
2013-12-16,15562,11.222348241442827,31.0,39.0,26.1,12.0,0.77,Monday,12
2013-12-17,7863,12.223945483064142,27.2,34.0,24.1,7.3,0.0,Tuesday,12
2013-12-18,14924,11.48589185205039,28.6,37.0,24.1,9.4,0.16,Wednesday,12
2013-12-19,18766,11.24266581406089,36.6,45.0,24.1,9.6,0.0,Thursday,12
2013-12-20,22066,14.084528233481374,45.2,52.0,30.9,5.4,0.0,Friday,12
2013-12-21,17940,14.476455778520995,53.6,60.1,37.9,6.6,0.0,Saturday,12
2013-12-22,15063,15.070312465422997,58.4,69.1,50.0,9.0,0.01,Sunday,12
2013-12-23,6956,11.885990511788387,58.5,69.1,50.0,6.2,0.09,Monday,12
2013-12-24,11025,12.736034769463343,39.2,62.1,34.0,10.7,0.44,Tuesday,12
2013-12-25,3260,13.754074642126792,25.6,42.1,19.0,10.3,0.0,Wednesday,12
2013-12-26,9763,11.935071187135103,31.7,36.0,19.0,6.2,0.0,Thursday,12
2013-12-27,11720,12.436033845278727,35.6,39.9,30.0,10.3,0.0,Friday,12
2013-12-28,12022,16.256094382520935,42.4,55.0,32.0,9.3,0.0,Saturday,12
2013-12-29,3775,12.156847682119206,45.2,55.0,36.0,7.1,0.0,Sunday,12
2013-12-30,13241,12.348442967550287,40.5,48.0,28.9,11.3,1.2,Monday,12
2013-12-31,10424,13.239233179841392,26.0,44.1,21.0,9.9,0.0,Tuesday,12
2014-01-01,6059,15.377444022666008,28.9,33.1,21.0,9.4,0.0,Wednesday,1
2014-01-02,8600,12.980327519379838,28.9,33.1,25.0,14.2,0.01,Thursday,1
2014-01-03,1144,13.388869463869462,16.6,32.0,10.9,16.7,0.3,Friday,1
2014-01-04,2292,20.398247527632339,15.8,27.0,9.0,6.8,0.25,Saturday,1
2014-01-05,2678,13.737303958177742,29.1,35.6,26.1,4.8,0.0,Sunday,1
2014-01-06,9510,12.80507360672976,44.7,53.1,25.0,11.2,0.17,Monday,1
2014-01-07,6267,12.101688739960641,14.0,36.0,3.9,19.6,0.24,Tuesday,1
2014-01-08,9246,10.233461316605378,12.9,21.9,3.9,11.4,0.0,Wednesday,1
2014-01-09,13354,10.864896909789827,25.7,33.1,9.0,7.0,0.0,Thursday,1
2014-01-10,9847,11.194096340679057,30.2,34.0,23.0,4.8,0.0,Friday,1
2014-01-11,7695,12.369558154645874,43.7,55.0,27.0,9.2,0.22,Saturday,1
2014-01-12,12515,12.069734984685045,47.6,55.9,34.0,13.6,0.45,Sunday,1
2014-01-13,20633,11.779531171747527,41.8,54.0,35.1,8.9,0.02,Monday,1
2014-01-14,9999,11.116034936827015,45.8,50.0,35.1,6.6,0.02,Tuesday,1
2014-01-15,21630,11.704905994760367,42.4,50.0,36.0,5.5,0.36,Wednesday,1
2014-01-16,19953,11.388402746454165,39.1,41.0,37.0,5.9,0.0,Thursday,1
2014-01-17,20301,12.211397632300548,38.3,46.0,33.1,5.5,0.0,Friday,1
2014-01-18,9438,14.084099738645195,37.5,46.0,32.0,7.7,0.0,Saturday,1
2014-01-19,9028,13.605822625904597,29.8,39.0,25.0,12.1,0.15,Sunday,1
2014-01-20,13407,13.103310459710098,39.6,46.0,25.0,11.1,0.0,Monday,1
2014-01-21,3804,14.296617595513498,25.7,46.0,14.0,12.5,0.0,Tuesday,1
2014-01-22,2451,16.576716986264103,12.6,32.0,7.0,16.6,0.25,Wednesday,1
2014-01-23,5071,15.401988430947219,13.5,21.0,7.0,11.9,0.0,Thursday,1
2014-01-24,6176,13.034348013816926,15.7,21.0,8.1,12.8,0.0,Friday,1
2014-01-25,4338,11.466901029660368,22.0,27.0,10.9,12.6,0.0,Saturday,1
2014-01-26,4980,11.962151941097723,21.9,27.0,18.0,12.7,0.02,Sunday,1
2014-01-27,13119,10.535111924181212,33.7,44.1,18.0,9.4,0.0,Monday,1
2014-01-28,10033,14.218656766005514,18.5,28.0,12.9,11.8,0.0,Tuesday,1
2014-01-29,10021,11.171130625686061,18.2,23.0,12.9,8.1,0.05,Wednesday,1
2014-01-30,12158,11.191953172122608,21.6,28.9,14.0,7.5,0.0,Thursday,1
2014-01-31,14653,11.705812234127254,30.5,39.0,18.0,7.3,0.0,Friday,1
2014-02-01,12771,13.671289118575942,38.2,44.1,26.1,3.2,0.0,Saturday,2
2014-02-02,13816,13.738225004825319,40.3,55.0,30.0,3.3,0.0,Sunday,2
2014-02-03,2600,13.292378205128207,35.6,55.0,30.0,8.2,0.27,Monday,2
2014-02-04,8709,12.542329773797219,29.6,42.1,25.0,6.2,0.81,Tuesday,2
2014-02-05,2746,15.422347657198348,31.5,36.0,25.0,9.0,0.74,Wednesday,2
2014-02-06,7196,17.346933481563831,28.4,34.0,21.9,8.6,0.44,Thursday,2
2014-02-07,8495,17.482438689425148,28.5,33.1,21.9,8.9,0.0,Friday,2
2014-02-08,5986,17.377703530459964,26.8,33.1,21.9,8.0,0.0,Saturday,2
2014-02-09,4996,17.12208433413398,26.1,28.9,21.0,6.5,0.0,Sunday,2
2014-02-10,6846,14.403897653130782,25.9,28.9,21.0,12.4,0.1,Monday,2
2014-02-11,8343,16.451386391785526,22.6,28.9,18.0,11.3,0.0,Tuesday,2
2014-02-12,8580,14.081419968919967,19.0,26.1,14.0,9.2,0.0,Wednesday,2
2014-02-13,876,81.1100837138508,28.7,36.0,14.0,15.8,0.18,Thursday,2
2014-02-14,3609,28.906183615036483,35.4,39.9,24.1,16.4,1.75,Friday,2
2014-02-15,2261,18.35047176765443,34.5,39.0,30.2,9.7,0.25,Saturday,2
2014-02-16,3003,21.346797646797643,27.2,37.0,21.9,14.0,0.05,Sunday,2
2014-02-17,4854,16.118342260678475,24.4,33.1,19.0,11.2,0.0,Monday,2
2014-02-18,5140,14.629364461738009,30.6,39.9,19.0,7.2,0.05,Tuesday,2
2014-02-19,8506,14.158004153930557,36.4,45.0,25.0,5.3,0.1,Wednesday,2
2014-02-20,11792,13.573103233830853,42.5,50.0,28.0,8.1,0.25,Thursday,2
2014-02-21,8680,11.754621735791089,37.1,46.9,33.8,8.2,0.02,Friday,2
2014-02-22,13044,16.471369978534188,45.5,55.0,34.0,9.4,0.11,Saturday,2
2014-02-23,13324,15.581533323326324,48.0,55.0,37.9,5.2,0.0,Sunday,2
2014-02-24,12922,12.587243976680599,40.0,54.0,33.1,13.2,0.0,Monday,2
2014-02-25,12830,11.43458950376721,28.7,44.1,24.1,12.9,0.0,Tuesday,2
2014-02-26,11188,11.072612024788466,28.0,33.1,24.1,9.2,0.0,Wednesday,2
2014-02-27,12036,10.512638473468487,24.7,33.1,19.0,9.6,0.01,Thursday,2
2014-02-28,9587,11.090424533222073,17.3,33.1,10.0,13.3,0.0,Friday,2
2014-03-01,9202,11.874632326305877,26.6,37.9,10.0,5.6,0.0,Saturday,3
2014-03-02,8195,11.216150091519218,36.6,39.0,21.0,6.0,0.0,Sunday,3
2014-03-03,7708,11.456964625497323,25.9,39.0,19.9,10.6,0.01,Monday,3
2014-03-04,10398,10.333017567480928,20.3,32.0,12.9,6.4,0.0,Tuesday,3
2014-03-05,13801,10.518999830930129,30.6,37.0,12.9,5.1,0.0,Wednesday,3
2014-03-06,12773,10.194545786685458,24.2,37.0,16.0,10.2,0.0,Thursday,3
2014-03-07,13304,11.046503557827219,29.2,36.0,16.0,10.2,0.0,Friday,3
2014-03-08,16350,15.866276248725791,41.6,55.9,26.1,7.3,0.0,Saturday,3
2014-03-09,12262,12.705340346871093,41.4,55.9,35.1,11.3,0.0,Sunday,3
2014-03-10,17231,11.223293289226783,41.9,51.1,35.1,8.7,0.0,Monday,3
2014-03-11,24356,12.948284474735861,52.3,64.9,37.0,7.0,0.0,Tuesday,3
2014-03-12,15101,10.971585766947,48.1,64.9,39.0,7.4,0.0,Wednesday,3
2014-03-13,10979,10.652381819837874,28.8,54.0,19.0,20.9,0.35,Thursday,3
2014-03-14,16299,10.919300775098671,29.7,44.1,19.0,12.9,0.0,Friday,3
2014-03-15,18053,14.778114440813159,47.9,57.9,39.0,11.1,0.0,Saturday,3
2014-03-16,9851,12.27986329645044,37.7,57.9,30.0,14.2,0.0,Sunday,3
2014-03-17,12503,10.621213575408571,28.3,33.1,23.0,9.3,0.0,Monday,3
2014-03-18,16679,11.345885045066648,32.1,41.0,23.0,9.4,0.0,Tuesday,3
2014-03-19,13341,10.864158109087279,35.8,45.0,27.0,9.4,0.0,Wednesday,3
2014-03-20,19695,11.966702208682412,45.3,53.1,30.9,11.4,0.99,Thursday,3
2014-03-21,20718,12.220391286160183,43.7,53.1,39.0,14.1,0.0,Friday,3
2014-03-22,19880,16.057806002682767,48.4,63.0,37.0,9.7,0.0,Saturday,3
2014-03-23,11740,12.281138557637702,41.5,63.0,35.1,11.0,0.0,Sunday,3
2014-03-24,13598,10.486559297935974,28.1,42.1,21.9,12.8,0.0,Monday,3
2014-03-25,16037,10.424924653405665,31.6,37.9,21.9,7.5,0.0,Tuesday,3
2014-03-26,14500,10.198148275862065,33.4,37.9,26.1,16.8,0.0,Wednesday,3
2014-03-27,16666,11.41353154126165,30.1,42.1,23.0,12.7,0.0,Thursday,3
2014-03-28,18425,12.244414292175488,44.9,60.1,23.0,8.1,0.0,Friday,3
2014-03-29,4480,11.066566220238096,48.3,60.1,37.9,6.7,0.03,Saturday,3
2014-03-30,7907,12.754502339699,44.1,55.0,41.0,12.4,1.97,Sunday,3
2014-03-31,17085,11.829745390693592,42.1,53.1,35.6,15.2,0.29,Monday,3
2014-04-01,23908,12.853388684401322,45.9,59.0,36.0,8.5,0.02,Tuesday,4
2014-04-02,22515,12.002125249833442,45.6,59.0,39.0,5.7,0.0,Wednesday,4
2014-04-03,26321,12.891668882894521,50.7,64.0,41.0,3.9,0.0,Thursday,4
2014-04-04,12566,10.684554883548198,44.7,51.1,39.2,9.8,0.09,Friday,4
2014-04-05,18655,14.951773429822213,45.3,54.0,39.0,12.8,0.17,Saturday,4
2014-04-06,20750,16.594725301204818,44.9,59.0,37.0,9.7,0.0,Sunday,4
2014-04-07,14677,11.323832072857758,46.1,59.0,37.0,6.9,0.0,Monday,4
2014-04-08,21884,12.149883476512517,51.0,64.9,41.0,10.7,0.99,Tuesday,4
2014-04-09,26931,12.847673065735886,51.4,64.9,43.0,13.2,0.01,Wednesday,4
2014-04-10,27463,12.728735025306777,49.8,59.0,42.1,10.4,0.0,Thursday,4
2014-04-11,26798,13.810168047366716,59.2,73.9,42.1,8.8,0.0,Friday,4
2014-04-12,27108,17.636654001278842,58.8,73.9,48.9,6.6,0.0,Saturday,4
2014-04-13,26871,18.37864426333222,59.8,73.9,48.9,8.2,0.0,Sunday,4
2014-04-14,28832,14.8384821263411,61.7,73.9,50.0,10.5,0.0,Monday,4
2014-04-15,10523,10.554770502708356,56.9,61.0,44.6,13.7,0.1,Tuesday,4
2014-04-16,20082,11.889953689871529,38.9,46.9,32.0,14.1,0.82,Wednesday,4
2014-04-17,22282,12.433921251832574,41.1,46.9,32.0,11.4,0.05,Thursday,4
2014-04-18,20770,12.430917188252288,39.9,46.9,35.1,7.1,0.0,Friday,4
2014-04-19,24369,18.437031337628408,50.6,64.9,35.1,6.8,0.0,Saturday,4
2014-04-20,18464,16.7138007293472,51.6,64.9,42.1,9.2,0.0,Sunday,4
2014-04-21,27124,13.895182003637613,49.9,63.0,41.0,5.4,0.0,Monday,4
2014-04-22,27259,12.705970505154255,56.4,66.0,41.0,7.7,0.0,Tuesday,4
2014-04-23,26949,12.408973122070085,55.6,66.0,48.0,16.0,0.0,Wednesday,4
2014-04-24,28107,13.0153905907188,49.4,62.1,43.0,17.9,0.0,Thursday,4
2014-04-25,27919,13.529182635481215,52.3,60.1,43.0,8.9,0.0,Friday,4
2014-04-26,19899,16.160248421193693,52.0,64.0,44.6,8.2,0.7,Saturday,4
2014-04-27,21926,15.819971723068505,51.3,64.0,45.0,10.8,0.06,Sunday,4
2014-04-28,28557,13.442739666865105,53.7,64.0,46.0,7.3,0.0,Monday,4
2014-04-29,18404,11.008666594218651,49.9,64.0,44.1,13.4,0.0,Tuesday,4
2014-04-30,2867,9.4953958841995139,44.5,51.1,42.1,14.1,0.55,Wednesday,4
2014-05-01,26762,14.309317315596742,59.3,77.0,42.1,7.9,4.88,Thursday,5
2014-05-02,32377,14.010143002748867,62.8,77.0,48.9,7.6,0.01,Friday,5
2014-05-03,25501,18.089191273544824,61.7,69.1,54.0,7.2,0.0,Saturday,5
2014-05-04,21277,15.436263727655836,58.7,69.1,54.0,12.2,0.03,Sunday,5
